0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44
0.0547131,0.08971211,-0.00048165125,-0.00048165125,0.0,-0.00048165125,-0.16197439,0.062135864,-0.21643087,0.07026917,-0.054137964,0.042908195,-0.1592427,-0.00048165125,0.004666354,-0.00048165125,,0.014225927,-0.071365796,-0.63077015,-0.0076405606,0.0017170683,-0.071365796,-0.052878294,-0.03425495,0.014246894,-0.00048165125,-0.12389747,0.0,0.014246894,-0.2043184,-0.00048165125,-0.12952216,0.021185653,-0.049531396,0.021185653,0.0639793,-0.00048165044,-0.12389748,0.049449056,-0.12952216,-0.12952216,0.014246879,0.0,0.0
0.16171463,0.14297897,-0.028685542,0.0,-0.028685542,0.0,-0.027836928,0.2046412,-0.0045385514,-0.10966964,0.16523565,0.1569638,0.007901077,-0.028685542,0.008024268,-0.028685542,,0.81056064,-0.003954657,2.5211108,-0.044889655,0.006467048,-0.02728839,-0.02728839,-0.02728839,-0.012210063,-0.028685542,,,,-0.04012825,-0.04012825,-0.028685542,0.0,0.1381998,0.17014205,,0.00804637,-0.028685542,0.0,-0.03871333,0.17235452,0.0,-0.012210071,-0.012210071
0.07354506,0.06629374,-0.21619494,0.0,-0.010392311,-0.010392311,-0.22359888,0.06745269,0.13408093,0.02605265,,0.074499,,,-0.0021243203,-0.010392311,,-0.242749,0.040148538,-1.0011061,-0.35232094,-0.09201825,-0.025910454,0.07954911,0.07954911,-0.01160736,-0.010392311,-0.010392311,0.0,0.02266005,-0.21619494,-0.010392311,-0.010392311,0.09914322,0.09914322,0.03853162,,-0.0015710009,-0.010392311,0.09914322,0.09914322,0.03853162,0.0,-0.011607353,-0.011607353
0.112196825,0.09448294,0.0071448605,0.0071448605,0.0,0.0071448605,-0.023316788,0.062357116,-0.01939389,-0.049058147,-0.02767873,0.22019288,-0.054046556,0.0071448605,0.006985883,0.0071448605,,2.1168416,0.0046693706,1.894303,-0.024574213,0.008013796,0.0046693706,-0.049474493,-0.049474493,0.0071448605,0.0071448605,-0.023316788,0.0,-0.035072733,0.000562279,0.0071448605,-0.025588736,0.09793151,0.0524664,0.1640633,1.1140836,0.010052571,-0.049474493,0.27834773,-0.025588736,-0.025588736,0.0071448605,0.0,0.0
0.09976017,0.06771139,0.0018240549,0.0018240549,0.0,0.0018240549,-0.12378829,0.11712576,-0.02744653,-0.056082733,-0.041486107,0.020052297,-0.12909472,0.0018240549,0.010073862,0.0018240549,,-0.66172546,-0.059449635,-0.12919444,-0.05032322,0.00399914,0.014123623,-0.14883189,0.14176267,-0.14883189,0.0018240549,0.019773353,0.0,0.004062965,0.031756643,0.0018240549,0.031756643,0.067711405,0.014123625,0.027065067,-0.021994242,0.005297193,-0.14883187,0.015645914,0.031756643,0.031756643,-0.14883187,0.0,0.0
0.06326375,0.03496676,-0.010057749,-0.010057749,0.0,0.0,-0.010057749,0.18338434,0.019302027,-0.4974066,-0.09593692,-0.008560405,-0.031787593,-0.010057749,0.0074855834,-0.010057749,,-0.27814683,-0.09593692,-0.3598277,-0.18581712,0.010746732,-0.10926249,0.014793627,0.014793627,-0.1539215,-0.010057749,-0.2066251,0.0,0.022876075,-0.027385863,-0.010057749,0.2592384,0.15453765,0.0009604,0.00526967,-0.02565374,0.0116674965,-0.2066251,-0.026208736,0.2592384,0.2592384,-0.1539215,0.0,0.0
0.055923242,0.04876999,-0.22255448,0.012266578,0.0,0.012266578,-0.22255448,0.06917907,0.015442168,0.0175517,0.047561076,0.048763927,0.0097258575,0.012266578,0.010881366,0.012266578,,-0.115762144,0.024255479,-0.66710615,0.016658032,0.010881366,0.049520157,0.030108947,0.06163432,0.054420594,0.012266578,-0.31857243,0.0,-0.00027496894,-0.03439459,0.012266578,-0.31187078,0.026184626,0.043397564,0.030141143,0.03336897,-0.011126588,-0.2225545,0.04778167,-0.31187078,-0.31187078,0.054420598,0.0,0.0
0.11074712,0.092153445,-0.096731424,0.0,0.0,0.0,-0.096731424,0.12798724,0.04868766,-0.07810517,,0.12800857,,,,,,-0.4485667,-0.32126158,-0.27955943,-0.015866207,-0.055650283,-0.22317941,0.20602973,0.16345598,0.16810279,-0.04443868,,,,-0.096731424,-0.096731424,-0.04443868,0.0,0.0,0.15894201,,0.0045423647,-0.04443868,0.0,-0.09673143,0.15680738,0.0,0.03875722,0.03875722
0.04737315,0.042756867,-0.12378207,0.0,0.0,0.0044111325,-0.1407128,0.109904185,-0.10435078,0.012611466,,0.024114417,,,0.004179846,0.0044111325,,-0.3407132,-0.10503286,-0.20911692,-0.1248667,0.003860278,0.015627528,0.0015606174,-0.06258229,0.015627528,0.0044111325,0.015627528,0.0,-0.06258229,-0.13093579,0.0044111325,0.015627537,0.01874507,-0.053985726,0.03213548,0.028851064,-0.12378207,-0.12378207,0.02879564,0.015627537,0.015627537,0.015627537,0.0,0.0
0.031258512,0.027857825,0.016900692,0.016900692,0.0,0.0,-0.23279795,0.12541507,-0.04714768,-0.19514297,0.09541033,0.070742674,-0.1270493,0.016900692,0.017932063,0.016900692,,-0.5046773,-0.05702497,-0.036337946,-0.03425263,0.016534992,0.024115115,0.023739696,-0.053096544,-0.009025057,0.016900692,-0.23279795,0.0,-0.027136274,-0.18955182,0.016900692,-0.020828443,0.1082944,-0.0023956215,0.0133957025,0.014633653,0.016900694,-0.1895518,0.015311152,-0.020828443,-0.020828443,-0.009025052,0.0,0.0
0.015567244,0.0029101004,-0.027762525,0.0,0.0,-0.027762525,-0.06508589,0.035021707,-0.077458106,0.18865663,0.083841294,0.09772052,-0.07719073,-0.027762525,0.007942959,-0.027762525,,-0.6119839,-0.21408331,-0.6143789,-0.079972975,-0.012562123,0.1681312,-0.054318458,0.026754422,0.026754422,-0.027762525,0.5104946,0.0,0.19368568,0.03638176,-0.027762525,-0.7666574,0.04944264,0.025565503,0.10047149,0.12989028,0.016944269,0.1012701,0.10797521,-0.7666574,0.037216734,0.026754422,0.0,0.0
0.04621501,0.027668318,-0.010827527,0.0,0.0,-0.010827527,-0.09603431,0.043897904,0.17348419,-0.05273836,0.042355966,0.030046005,-0.09974355,-0.010827527,0.032227576,-0.010827527,,0.8790027,-0.0025730273,0.94795364,-0.055498876,0.022992946,-0.13449866,-0.044014893,-0.026764829,-0.044014893,-0.010827527,-0.09603431,0.0,0.108727664,-0.010827527,-0.010827527,0.16468264,0.03377499,-0.23302625,-0.014476977,0.0577345,0.041440662,-0.09603431,0.029805565,0.043135226,0.043135226,0.44645733,-0.42230868,-0.42230868
0.08570959,0.08570959,0.01782748,0.0,0.0,0.01782748,-0.121841826,0.027431352,0.008682037,-0.32153186,0.04493081,0.10798059,-0.045603752,0.01782748,0.025163736,0.01782748,,0.121852785,-0.09130341,-0.14018707,0.027013993,-0.12894422,-0.024868466,0.012934207,0.012934207,-0.0060048546,0.01782748,-0.05557851,0.0,-0.10172141,-0.23273064,0.01782748,-0.055578526,-0.015451467,-0.0708957,0.084132664,0.07616715,0.0032866583,-0.12184184,0.076396056,-0.8083308,-0.0708957,0.0,0.4908694,0.4908694
0.07054287,0.076738775,0.0073266076,0.0,0.0,0.0073266076,-0.08950053,0.08211048,0.0041647735,-0.17279755,0.06876272,0.101371095,-0.0407372,0.0073266076,0.008694735,0.0073266076,,1.6753278,-0.06304251,1.3981719,-0.016338859,0.0058376337,-0.0842128,-0.06304251,-0.0163041,-0.087636195,0.0073266076,-0.17271894,0.0,0.004433498,-0.16602026,0.0073266076,-0.089500524,0.08188301,0.04526058,0.07166774,0.3060653,0.007326607,-0.17271894,0.17046714,-0.089500524,-0.089500524,-0.08763619,0.0,0.0
0.08871433,0.0524068,0.0024066532,0.0024066532,0.0,0.0024066532,0.0024066532,0.14073078,-0.033791814,-0.27502984,-0.09802885,0.03157301,-0.06349778,0.0024066532,0.0034576044,0.0024066532,,-0.33439913,-0.0058911033,-0.15770794,0.0043255915,-0.11247236,-0.0020499558,-0.03666432,-0.09795616,0.017303508,0.0024066532,-0.0922806,0.0,0.039103515,-0.22080503,0.0024066532,-0.09228059,0.081456885,0.0014749274,0.040342666,0.029089358,0.0042836997,-0.18890712,0.018797409,-0.09228059,-0.09228059,0.017303508,0.0,0.0
0.086614326,0.005102878,0.007952902,0.007952902,0.007952902,0.0,-0.24187745,0.2130947,0.13704109,0.2140786,0.15670876,0.07461969,0.0010364706,0.0,0.008658947,0.007952902,,0.13417362,0.13687804,-0.039587207,,,0.17296767,-0.16700935,-0.16700935,-0.16700935,0.007952902,,,,-0.16700935,-0.16700935,0.007952901,0.0,0.007952901,-0.069535784,,0.0039291764,0.007952901,0.0,-0.24187744,-0.069053136,0.0,0.007952901,0.007952901
0.08172126,0.22092906,0.045213386,0.045213386,0.045213386,0.045213386,0.045213386,0.17577669,1.8212763,0.42120883,0.2229562,0.09140246,0.043979604,0.045213386,0.023688564,0.045213386,,-0.9803439,-0.41978648,-0.021475336,0.018898983,0.039691553,-0.77024287,-0.17333342,0.0032957355,-0.07842172,0.045213386,-1.6074036,0.045213386,-0.2917814,0.26319927,0.045213386,0.5639096,0.10403797,-0.4197865,0.13345748,0.10010127,0.016316095,-0.011186451,0.14075689,-1.6074036,-0.078421704,-0.078421704,0.0,0.0
0.11023723,0.09339786,-0.017433953,-0.017433953,0.0,-0.017433953,-0.16828023,0.17292653,0.60473186,-0.598673,0.016736574,0.103675544,0.004762716,-0.017433953,0.004762716,-0.017433953,,-0.59114087,-0.030027334,-1.0606138,-0.059565652,-0.0017012024,0.07697872,0.1204812,-0.030027334,-0.030027334,-0.017433953,-0.06213239,0.0,-0.08167048,-0.16929445,-0.017433953,-0.06213236,0.06629205,-0.08301893,0.04072881,-0.02309835,-0.010578657,-0.16828023,-0.003868002,-0.06213236,0.02384872,-0.030027341,0.0,0.0
0.076804504,0.07993262,0.0132138,0.0132138,0.0,0.0132138,-0.18403511,0.04539652,0.15167394,0.09220986,0.12325917,0.057731494,-0.08241969,0.0132138,0.009408096,0.0132138,-0.014642471,-0.2760139,-0.0665377,-1.096416,-0.021197205,0.0054095807,0.06431265,-0.011555769,0.008612101,-0.02172679,0.0132138,-0.25190938,0.0,0.091857284,-0.18403511,0.0132138,-0.09754771,0.013092376,-0.0665377,0.047505673,0.04330386,-0.0013803453,-0.18403511,0.036411725,-0.09754771,-0.09754771,-0.02172679,0.0,0.0
0.057439983,0.057439983,0.010965391,0.010965391,0.0,0.010965391,0.32371145,0.1999434,-0.25866008,-0.23691173,-0.027464207,0.09747421,-0.035255592,0.010965391,0.016870847,0.010965391,,-0.59282786,-0.03078585,-0.68289566,-0.26381662,0.0121196965,-0.12993266,-0.15666096,-0.16738243,-0.16738243,0.010965391,-0.23698415,0.010965391,-0.021389892,-0.28361195,0.010965391,0.3237114,0.14169994,-0.06210956,0.011361609,-0.022059906,0.014535867,-0.23698415,-0.0073460746,0.3237114,0.3237114,-0.16738243,0.0,0.0
0.0169184,0.019136922,0.009383051,0.009383051,0.009383051,0.009383051,0.009383051,0.10260669,0.009383051,-0.055370312,0.10357831,-0.011268537,-0.07953401,0.009383051,0.012744013,0.009383051,-0.04509067,-0.65106153,-0.06185939,-0.3025682,-0.21238877,0.011769802,0.10300624,0.10191453,-0.061569694,-0.13991421,0.009383051,0.10191453,0.0,-0.06185939,-0.061569694,0.009383051,-0.004254664,0.004426491,0.14781223,0.0013251343,-0.00877032,0.012893205,-0.13991421,-0.004132446,-0.004254664,-0.004254664,-0.13991421,0.0,0.0
0.059877194,0.07004861,0.029898863,0.029898863,0.0,0.029898863,0.029898863,0.111842856,-0.6029283,0.19144443,0.06283844,0.21806453,0.02658859,0.029898863,0.03522459,0.029898863,,-0.67075956,0.2318477,-2.683269,0.06639574,0.033379573,-1.4374778,0.122477874,0.10782956,0.02584137,0.029898863,0.06639574,0.0,-1.071751,0.06639574,0.029898863,0.5342309,0.07531636,-0.88791203,0.21326737,0.025841378,0.034795,0.06639574,0.27288854,1.1921492,1.1921492,0.025841378,0.0,0.0
0.05482762,0.038705535,-0.013617476,-0.013617476,0.0,-0.013617476,-0.14712226,0.13500023,0.17383225,-0.0788081,0.03681035,0.07154799,0.0022368738,0.0,0.0045785173,-0.013617476,,-0.43611574,-0.0010295495,-0.66071075,-0.0016648276,0.0005686053,0.03988657,-0.0010295495,0.09040035,-0.1800853,-0.013617476,0.3806604,0.0,0.032776605,-0.13391367,-0.013617476,0.02921208,0.03870553,0.011689347,0.0044000954,0.028500699,-0.0064295065,-0.1800853,-0.0015712375,0.02921208,0.02921208,-0.1800853,0.0,0.0
0.14416164,0.12977548,0.0015371226,0.0,0.0,0.0015371226,-0.09012941,0.13548791,0.095270365,-0.19963968,0.005407324,0.02122347,-0.10270456,0.0015371226,,,,0.055233937,-0.06393224,-0.75041866,0.058203157,0.0017020666,-0.17569707,-0.17569707,-0.20855476,0.10027823,0.0015371226,-0.12288765,0.0015371226,0.068401314,-0.022855397,0.0015371226,-0.12288765,0.02004567,-0.15367979,0.0715924,0.077764675,0.0015371226,-0.09012944,0.06927727,-0.12288765,-0.12288765,0.10027823,0.0,0.0
0.09205537,0.09864375,0.010950747,0.0,0.010950747,0.0,-0.1823911,0.085297145,0.16115493,0.29575127,0.08153421,0.0053155753,-0.0022950594,0.010950747,0.006206405,0.010950747,,-0.026602207,-0.032061446,-0.6877384,-0.047500204,0.019287119,-0.07313322,-0.16790415,-0.15264289,0.097515404,0.010950747,0.34353384,0.0,0.072136246,-0.29664645,0.010950747,-0.30110273,0.07518462,-0.07313322,-0.003469543,-0.0028605245,0.017611088,-0.021566968,0.01296227,-0.30110273,-0.15264289,-0.18239112,-0.18239112,-0.18239112
0.20903084,0.15697235,0.0053876084,0.0,0.0053876084,0.0053876084,-0.3042999,0.2079548,-0.057659212,0.65590614,-0.3454654,0.20904544,0.009223063,0.0053876084,0.013738891,0.0053876084,,-0.5612996,-0.4656559,-0.65710706,-0.3561018,0.0050624767,-0.10704193,-0.03662702,-0.04699405,-0.04699405,0.0053876084,,,,-0.12383954,-0.12383954,0.0053876066,0.0,0.0,0.11773254,,0.013445026,0.0053876066,0.0,0.0,0.11773254,0.0,-0.0033501904,-0.0033501904
0.11082421,0.106002025,0.021081718,0.021081718,0.021081718,0.021081718,-0.1166895,0.12707114,-0.07515299,-0.3543368,0.05266175,0.085870154,-0.30581123,0.021081718,0.008151085,0.0,,-0.19052632,-0.06394496,-0.60650086,0.023833577,0.024199627,0.041519307,0.025184583,0.025184583,-0.01866322,0.021081718,-0.39395475,0.021081718,-0.14072415,-0.3111046,0.021081718,-0.1166895,0.1339373,-0.00027156872,0.08098759,0.08048334,0.028399121,-0.2933316,0.08175539,-0.1166895,-0.018663209,-0.018663209,0.0,0.0
0.09479451,0.0316709,0.017912032,0.017912032,0.017912032,0.017912032,0.6311172,0.17381778,-0.6239699,-0.38733673,-0.41095945,0.014662545,0.01057593,0.017912032,0.011911899,0.017912032,,-1.021973,-0.08987362,-0.4250823,-0.38618025,0.016940573,-0.1026885,-0.085584454,-0.085584454,-0.1026885,0.017912032,-0.17486805,0.0,-0.046421696,-0.606023,0.017912032,0.6311172,0.12558053,0.01796513,0.016628817,-0.028652191,0.0074302843,-0.3937709,-0.019117726,0.6311172,0.6311172,-0.1026885,0.0,0.0
